node_id,time_days,latitude,longitude,magnitude,degree,frc_unweighted,frc_weighted,parent_idx,parent_dist_km
aftershock_0237,0.5875399652777777,10.4425,-68.5336,3.2,1,-208.0,-708361.0321515518,0,8.319311333340734
aftershock_0238,0.6034226041666667,10.3025,-67.2542,3.9,1,-257.0,-2967888.111907702,1,32.837018076891525
aftershock_0239,0.6140838425925926,10.571,-67.8317,2.6,1,-257.0,-4241329.216709107,1,66.80937911712252
aftershock_0240,0.6170328356481481,10.6784,-68.4342,3.0,1,-6.0,-581.8224651792627,53,6.241029843522093
aftershock_0241,0.6207738657407408,10.3743,-68.483,3.7,1,-208.0,-694147.897049588,0,7.993001308079449
aftershock_0242,0.6315767708333333,10.5589,-67.846,2.6,1,-257.0,-4293013.989352306,1,68.44034647230995
aftershock_0243,0.6421855787037037,10.4319,-68.5076,2.5,1,-208.0,-720160.5153438965,0,8.595167392633062
aftershock_0244,0.6527882291666667,10.4597,-68.5644,3.1,1,-208.0,-773791.1545030719,0,9.905679397122453
aftershock_0245,0.6552221643518519,10.5494,-67.0497,2.9,1,-257.0,-2278543.107737935,1,19.428068055391623
aftershock_0246,0.6620166782407407,10.5938,-68.5117,3.3,1,-208.0,-1240726.831887743,0,25.243298109075646
aftershock_0247,0.6737573611111111,10.2432,-68.4973,2.6,1,-208.0,-973219.8276774223,0,15.594357523867297
aftershock_0248,0.6764297569444444,10.0951,-67.3755,3.2,1,-257.0,-3957557.115176665,1,58.20510828548735
aftershock_0249,0.6784294791666666,10.3604,-68.5763,2.6,1,-208.0,-385246.3838470756,0,2.513862825582141
aftershock_0250,0.6875944444444444,10.3871,-68.4252,2.6,1,-208.0,-935436.0080719017,0,14.417890656415295
aftershock_0251,0.7041876504629629,10.5034,-67.2543,2.6,1,-257.0,-1703661.223945111,1,10.921175030792282
aftershock_0252,0.7154038078703704,10.8006,-67.1736,3.2,1,-257.0,-2498823.8109894055,1,23.33252490836917
aftershock_0253,0.7253617129629629,10.5792,-68.3829,3.0,1,-208.0,-1351205.7464146884,0,29.903040801427995
aftershock_0254,0.7518761921296296,10.7759,-67.1981,2.8,1,-257.0,-2321408.372283931,1,20.1598545308191
aftershock_0255,0.7740198726851852,10.3544,-67.254,2.7,1,-257.0,-2694771.4327206723,1,27.105929942381863
aftershock_0256,0.7822132986111111,9.6763,-67.8814,3.4,1,-257.0,-5813795.729725122,1,125.23424664160159
aftershock_0257,0.7951300694444444,10.4072,-67.815,2.7,1,-257.0,-4287086.477828353,1,68.25229908295621
aftershock_0258,0.7954637152777778,10.6298,-67.8496,3.2,1,-257.0,-4304459.381335736,1,68.80417794172185
aftershock_0259,0.8146480902777777,10.8211,-67.1236,2.7,1,-257.0,-2699390.496908181,1,27.198290802666598
aftershock_0260,0.8219554976851852,10.2901,-68.5365,2.7,1,-208.0,-747234.5957926337,0,9.24512884569928
aftershock_0261,0.8356608101851852,9.9585,-68.5545,2.8,1,-208.0,-1675662.1997003928,0,45.86820105246834
aftershock_0262,0.8390354398148148,10.5487,-68.5264,2.6,1,-208.0,-1104000.8544814717,0,20.02267496392907
aftershock_0263,0.8411117708333333,10.7275,-67.7734,3.1,1,-257.0,-4088752.828220258,1,62.10940705744672
aftershock_0264,0.8714302314814815,10.3196,-67.8818,2.8,1,-257.0,-4599669.953420764,1,78.521752457581
aftershock_0265,0.8750069212962963,10.4574,-68.5555,2.6,1,-208.0,-761912.380845259,0,9.607397276548033
aftershock_0266,0.8811023611111111,10.7667,-67.1841,3.5,1,-257.0,-2277148.9083219348,1,19.404493750657483
aftershock_0267,0.892746087962963,10.1282,-67.2343,2.7,1,-257.0,-3740984.385083989,1,52.03732559036064
aftershock_0268,0.9045713194444445,10.5082,-67.2064,2.8,1,-257.0,-1620538.5306010637,1,9.892506709565934
aftershock_0269,0.9261811342592593,10.9341,-67.2654,3.5,1,-257.0,-3190161.3750906354,1,37.906575223779704
aftershock_0270,0.9814060879629629,10.7975,-67.1477,2.9,1,-257.0,-2523606.9884072463,1,23.79416336380893
aftershock_0271,0.9957062847222222,10.7104,-67.1907,2.6,1,-257.0,-1870873.4513107715,1,13.14457339879943
aftershock_0272,1.0238846180555556,10.7489,-67.1295,3.7,1,-257.0,-2295956.1741489214,1,19.72370855229907
aftershock_0273,1.0412844675925925,10.2518,-68.3863,2.9,1,-208.0,-1178984.157961058,0,22.810960881122643
aftershock_0274,1.0536882060185184,9.9063,-68.4901,2.7,1,-208.0,-1787733.6274053685,0,52.17333081489016
aftershock_0275,1.0657762268518518,10.3257,-68.5082,2.6,1,-208.0,-661135.1001750446,0,7.260273545754993
aftershock_0276,1.1117636342592592,10.4293,-67.0968,3.2,1,-257.0,-2479600.7017976674,1,22.97756856340691
aftershock_0277,1.13424375,10.2098,-67.8878,2.9,1,-257.0,-4775951.9653680995,1,84.63049878234244
aftershock_0278,1.1830707175925925,10.4394,-68.5533,2.8,1,-208.0,-677156.000975378,0,7.611463055502851
aftershock_0279,1.1836600462962963,10.4899,-67.173,3.4,1,-257.0,-1854086.2371696788,1,12.912059924386869
aftershock_0280,1.198790925925926,9.9702,-68.5868,3.1,1,-208.0,-1653961.5174220477,0,44.69423288057935
aftershock_0281,1.2550658333333333,10.8293,-67.121,2.6,1,-257.0,-2746470.829798249,1,28.148649921513343
aftershock_0282,1.2630656712962962,10.4393,-67.2092,2.7,1,-257.0,-2159823.671599573,1,17.47193621828044
aftershock_0283,1.2893485532407407,10.3689,-67.2189,2.6,1,-257.0,-2600405.28821484,1,25.253411715608365
aftershock_0284,1.3482157407407407,10.2613,-68.5055,3.1,1,-208.0,-901169.0272779033,0,13.390821406563285
aftershock_0285,1.3609355787037036,10.9128,-67.8324,2.5,1,-257.0,-4510255.350666444,1,75.5107084165383
aftershock_0286,1.384283275462963,10.0017,-68.6081,2.8,1,-208.0,-1592623.5125595727,0,41.45826366887225
aftershock_0287,1.4096855555555556,10.7054,-67.2267,3.1,1,-257.0,-1800270.2402192575,1,12.18066204725779
aftershock_0288,1.4112583101851852,10.2083,-68.5265,3.4,1,-208.0,-1057275.0771974658,0,18.37705085245716
aftershock_0289,1.4493593055555556,10.9452,-68.369,2.7,1,-208.0,-2027692.7286943593,0,67.03847836221095
aftershock_0290,1.4597247800925925,10.7994,-67.2338,3.2,1,-257.0,-2462289.701723434,1,22.66024773840606
aftershock_0291,1.4892704513888888,11.0621,-67.0655,2.5,1,-257.0,-3830312.982426043,1,54.5394721055875
aftershock_0292,1.5494552893518518,10.3367,-67.3454,3.3,1,-257.0,-2924063.5799858207,1,31.880409698895964
aftershock_0293,1.5548278125,10.1257,-67.2344,2.6,1,-257.0,-3751020.3890761104,1,52.31551030148216
aftershock_0294,1.5890481712962963,10.9124,-67.2183,2.7,1,-257.0,-3072747.9411004777,1,35.183311154339656
aftershock_0295,1.6312983680555555,10.3025,-68.4379,3.2,1,-208.0,-954227.2402590959,0,14.997222457716205
aftershock_0296,1.6621205324074073,10.2905,-68.5939,2.6,1,-208.0,-772171.0701315243,0,9.864729697058806
aftershock_0297,1.6720564351851852,10.3299,-68.4636,2.6,1,-208.0,-819366.8576564079,0,11.092419414939704
aftershock_0298,1.678757037037037,10.282,-67.1683,3.0,1,-257.0,-3081710.924297363,1,35.3876183194166
aftershock_0299,1.6901991435185184,11.1279,-67.7123,3.0,1,-257.0,-4638658.554588946,1,79.85312761513521
aftershock_0300,1.6945683796296296,10.1273,-68.5761,2.9,1,-208.0,-1287962.3424275827,0,27.187309396897746
aftershock_0301,1.6963924074074075,10.1283,-68.5206,3.0,1,-208.0,-1289780.4122759446,0,27.263574465032303
aftershock_0302,1.7192161458333333,10.3637,-67.9059,2.8,1,-257.0,-4620059.833506137,1,79.2166259688255
aftershock_0303,1.7386868402777778,10.1877,-67.1671,2.6,1,-257.0,-3507778.929034069,1,45.78201277722219
aftershock_0304,1.7539235300925926,9.9463,-68.6803,2.7,1,-208.0,-1734807.4395597938,0,49.14512250221623
aftershock_0305,1.7558401273148148,10.5588,-67.2945,2.6,1,-257.0,-1547991.946987673,1,9.036295034100961
aftershock_0306,1.8244948611111111,10.179,-68.5234,3.5,1,-208.0,-1148228.723421593,0,21.645327126216586
aftershock_0307,1.8305764814814816,10.3884,-68.5269,2.9,1,-208.0,-470937.08323033067,0,3.724750053324331
aftershock_0308,1.8442882407407408,9.9963,-68.6923,2.7,1,-208.0,-1645761.7093836882,0,44.2545998743991
aftershock_0309,1.8744050925925926,10.6857,-67.2488,2.8,1,-257.0,-1664209.8140838316,1,10.426609451437699
aftershock_0310,1.8792396064814816,10.6094,-68.4294,3.7,1,-208.0,-1351254.721099497,0,29.905193909130844
aftershock_0311,1.9407111921296296,10.2126,-67.2854,2.6,1,-257.0,-3407289.516928759,1,43.21001689081233
aftershock_0312,1.9477948726851853,11.0925,-67.7576,2.9,1,-257.0,-4657815.679061792,1,80.51140227785908
aftershock_0313,1.9533630092592593,10.2349,-68.577,2.8,1,-208.0,-964127.1035558309,0,15.307023859300571
aftershock_0314,1.9873223726851852,10.0856,-67.9767,2.9,1,-257.0,-5200251.322063219,1,100.27201759350328
aftershock_0315,2.08688,10.219,-67.2073,2.5,1,-257.0,-3356857.8742907974,1,41.94725469481568
aftershock_0316,2.1065185300925924,10.1906,-68.4015,3.4,1,-208.0,-1264972.0703420197,0,26.23212120921075
aftershock_0317,2.1302264814814813,10.9016,-67.1229,3.6,1,-257.0,-3092355.5523711154,1,35.63102619530196
aftershock_0318,2.134173287037037,10.9925,-67.7496,2.8,1,-257.0,-4423515.450633654,1,72.64598791509916
aftershock_0319,2.1776970949074075,10.8801,-67.7691,3.0,1,-257.0,-4269658.371248096,1,67.7008995149464
aftershock_0320,2.1963172106481483,10.8649,-67.1999,3.6,1,-257.0,-2835435.7329852018,1,29.98904399769806
aftershock_0321,2.368013877314815,10.7915,-68.411,3.0,1,-208.0,-1738802.9848203629,0,49.370571082422074
aftershock_0322,2.375954108796296,10.5985,-68.4005,2.6,1,-208.0,-1364256.2595251563,0,30.479531291424443
aftershock_0323,2.4832957754629628,10.3627,-67.1932,2.9,1,-257.0,-2644926.768372018,1,26.119251044096767
aftershock_0324,2.6049230902777776,10.5631,-68.5101,2.9,1,-208.0,-1156140.1744701446,0,21.942251478188133
aftershock_0325,2.6331992592592592,10.7007,-67.14,2.7,1,-257.0,-1974446.4172781308,1,14.6250159065956
aftershock_0326,2.7937345370370372,10.907,-67.1708,3.1,1,-257.0,-3065289.513771658,1,35.01375055687114
aftershock_0327,2.817502939814815,10.192,-68.5299,3.6,1,-208.0,-1106361.6560575261,0,20.107692001554437
aftershock_0328,2.9212194560185187,10.008,-68.5155,3.6,1,-208.0,-1576081.5590236962,0,40.606388619218876
aftershock_0329,2.9226609259259257,10.6151,-67.2406,2.7,1,-257.0,-886477.6673725443,1,3.0165552142965835
aftershock_0330,2.941069837962963,10.5518,-67.2554,2.5,1,-257.0,-1277788.7185780455,1,6.188226937100007
aftershock_0331,2.9483537384259257,10.3276,-68.4642,4.2,1,-208.0,-821181.3272130858,0,11.141055572927275
aftershock_0332,3.0538354976851854,10.2132,-68.5782,3.3,1,-208.0,-1037855.1187803218,0,17.713860441673344
aftershock_0333,3.0810917708333334,10.0348,-68.551,2.6,1,-208.0,-1511957.7974006229,0,37.38773864691168
aftershock_0334,3.0953233680555554,10.6225,-67.2928,3.5,1,-257.0,-1490232.960315184,1,8.3823167299233
aftershock_0335,3.110115358796296,10.3822,-68.559,3.3,1,-208.0,-273129.5424947131,0,1.2878850596569078
aftershock_0336,3.1278836689814815,10.2722,-67.2727,2.8,1,-257.0,-3127738.042278758,1,36.44610358808706
aftershock_0337,3.200876400462963,10.5586,-68.5008,2.9,1,-208.0,-1150112.7396884344,0,21.715852569800926
aftershock_0338,3.218517708333333,10.9555,-67.1652,2.7,1,-257.0,-3295518.104883836,1,40.43660316830097
aftershock_0339,3.253677638888889,9.9725,-68.5684,2.5,1,-208.0,-1647207.466096407,0,44.331956379874974
aftershock_0340,3.3755775925925926,10.1561,-68.4876,2.7,1,-208.0,-1235692.4226586435,0,25.040355578822957
aftershock_0341,3.4080023842592593,10.2345,-68.5248,3.2,1,-208.0,-972048.0970692207,0,15.557180403872158
aftershock_0342,3.4495986458333334,10.1548,-68.5882,2.5,1,-208.0,-1217078.9517029887,0,24.29713889143267
aftershock_0343,3.702518877314815,10.3028,-68.4645,2.7,1,-208.0,-872391.7487731104,0,12.55760779616443
aftershock_0344,3.8216706134259257,10.267,-68.5342,2.7,1,-208.0,-845660.803342843,0,11.807618959009142
aftershock_0345,3.8263661226851853,10.3289,-68.5533,2.8,1,-208.0,-529604.4171027769,0,4.690613624400798
aftershock_0346,3.900735497685185,10.8142,-68.5084,3.5,1,-208.0,-1742072.7957152647,0,49.55545400690075
aftershock_0347,3.928807152777778,10.4746,-68.4318,2.7,1,-208.0,-1040688.2004309782,0,17.809850685438978
aftershock_0348,3.950214641203704,10.6186,-67.203,2.7,1,-257.0,-912352.9687423974,1,3.1914716783995885
aftershock_0349,4.03680275462963,10.4111,-68.4754,3.1,1,-208.0,-772730.5488360437,0,9.878861647297484
aftershock_0350,4.151408807870371,10.4003,-68.4947,2.7,1,-208.0,-670031.2328158322,0,7.454258942941442
aftershock_0351,4.259742199074074,10.0555,-68.5427,2.6,1,-208.0,-1464940.5012111077,0,35.112177853941716
aftershock_0352,4.372952314814815,10.0584,-68.5273,2.7,1,-208.0,-1460503.7545645945,0,34.901135496359075
aftershock_0353,4.589477326388889,10.5043,-67.2512,2.6,1,-257.0,-1687539.5544206672,1,10.717688078515131
aftershock_0354,4.608323680555555,11.211,-67.7552,2.6,1,-257.0,-4922446.075460027,1,89.88107957292273
aftershock_0355,4.786341666666667,10.4049,-67.2047,2.8,1,-257.0,-2388023.97728787,1,21.323950402654628
aftershock_0356,4.797649166666667,10.5331,-68.3988,2.7,1,-208.0,-1232383.2036340106,0,24.907403509818597
aftershock_0357,4.8645562384259255,10.6474,-67.1811,3.5,1,-257.0,-1378698.5169281745,1,7.188974338974902
aftershock_0358,4.909779143518518,10.0644,-68.5564,2.7,1,-208.0,-1443376.067087217,0,34.0923926098492
aftershock_0359,4.962825486111111,10.0277,-68.4913,2.9,1,-208.0,-1540906.4756473023,0,38.824343845477856
aftershock_0360,5.009245370370371,9.8234,-68.7434,2.9,1,-208.0,-1984934.9018501858,0,64.25342848332859
aftershock_0361,5.116655219907408,10.4861,-68.477,2.5,1,-208.0,-968393.1145107358,0,15.4414987701987
aftershock_0362,5.257836469907407,10.4243,-68.534,3.0,1,-208.0,-619996.8085082191,0,6.396487381959757
aftershock_0363,5.293333506944444,10.5415,-67.224,2.6,1,-257.0,-1265236.8177573772,1,6.068989381395936
aftershock_0364,5.29868744212963,10.3949,-67.1481,3.8,1,-257.0,-2520676.550872068,1,23.739342093500717
aftershock_0365,5.728018206018518,10.5701,-68.3824,2.6,1,-208.0,-1334253.926403231,0,29.162433246872386
aftershock_0366,5.7803152777777775,10.7539,-67.0591,2.7,1,-257.0,-2583302.7395796697,1,24.92468681415421
aftershock_0367,5.796704212962963,10.2007,-68.4813,2.5,1,-208.0,-1120616.5202477325,0,20.62486452429516
aftershock_0368,5.849720289351852,10.5727,-67.2063,4.9,1,-257.0,-891276.9581505113,1,3.0486259548992223
aftershock_0369,6.009941701388889,10.4034,-67.8305,2.8,1,-257.0,-4341717.933067433,1,69.99525085078706
aftershock_0370,6.082465543981481,10.2538,-68.5986,2.9,1,-208.0,-916320.885257458,0,13.840281480230994
aftershock_0371,6.1244709027777775,10.6789,-67.1598,2.5,1,-257.0,-1740148.6294508579,1,11.388783893750846
aftershock_0372,6.283394328703704,10.9942,-67.0729,3.1,1,-257.0,-3559708.182602992,1,47.14026497100338
aftershock_0373,6.604939965277778,10.3734,-67.7756,2.6,1,-257.0,-4199254.3172662025,1,65.4961847860058
aftershock_0374,6.888078298611111,10.4956,-68.427,3.4,1,-208.0,-1097033.8912542346,0,19.77283121415507
aftershock_0375,7.017197337962963,10.3843,-68.5331,2.6,1,-208.0,-415095.59826031665,0,2.908727363039447
aftershock_0376,7.2357556365740745,10.1813,-67.2603,2.6,1,-257.0,-3528148.6720518013,1,46.312433435914976
aftershock_0377,7.261575590277777,11.1371,-66.9706,2.5,1,-257.0,-4218316.074382038,1,66.08950388233889
aftershock_0378,7.303555798611111,10.3372,-68.419,2.8,1,-208.0,-968654.2444663747,0,15.44974931564005
aftershock_0379,7.479564837962963,10.4709,-68.5048,2.8,1,-208.0,-868245.6289876304,0,12.439767261181661
aftershock_0380,7.763169699074074,10.463,-68.6069,2.5,1,-208.0,-839803.5414320846,0,11.646366302353957
aftershock_0381,7.859010324074074,10.4057,-68.4962,3.1,1,-208.0,-676357.8586109077,0,7.593770890132935
aftershock_0382,7.873387152777778,10.2834,-67.9063,2.7,1,-257.0,-4718348.758744269,1,82.60919169577285
aftershock_0383,8.11542116898148,10.5632,-67.1181,2.8,1,-257.0,-1773441.9167082382,1,11.824010698733137
aftershock_0384,8.162660358796296,10.8011,-67.0966,2.7,1,-257.0,-2666765.261368801,1,26.54929407266542
aftershock_0385,8.216090358796297,10.6174,-67.308,2.7,1,-257.0,-1613013.5333642263,1,9.801893719970206
aftershock_0386,8.237953402777778,10.312,-68.434,2.8,1,-208.0,-950157.3305858938,0,14.870779427421574
aftershock_0387,8.314523333333334,10.4792,-68.5243,2.6,1,-208.0,-871098.0621217203,0,12.520779157733003
aftershock_0388,8.374817916666666,10.2027,-68.6574,2.6,1,-208.0,-1151165.1156111045,0,21.75529668489224
aftershock_0389,8.593998599537038,10.1895,-68.4364,3.3,1,-208.0,-1210897.130548259,0,24.05278198375321
aftershock_0390,8.73328269675926,10.1668,-67.1437,3.7,1,-257.0,-3609751.026518196,1,48.46796303452177
aftershock_0391,8.81730449074074,10.6849,-67.0728,2.7,1,-257.0,-2251549.407433622,1,18.97417962301846
aftershock_0392,8.96844832175926,10.1004,-68.5484,2.6,1,-208.0,-1355697.5057015647,0,30.100837568895834
aftershock_0393,9.037390891203703,10.4144,-68.4806,2.9,1,-208.0,-759799.4201047353,0,9.55481744413393
aftershock_0394,9.380085162037037,11.1275,-67.2219,2.7,1,-257.0,-3988013.8478798256,1,59.10018523205878
aftershock_0395,9.447673078703703,10.5358,-68.4531,2.5,1,-208.0,-1144437.4582766234,0,21.503754239284664
aftershock_0396,9.808296099537037,10.4786,-67.1183,2.6,1,-257.0,-2143940.3445372274,1,17.218098280547103
aftershock_0397,10.028438171296296,10.4465,-67.1541,3.0,1,-257.0,-2202394.9707411104,1,18.16144656451388
aftershock_0398,10.39761539351852,10.439,-68.3292,2.9,1,-208.0,-1257642.1941818409,0,25.93117443520551
aftershock_0399,10.692583796296296,10.4891,-67.2876,2.5,1,-257.0,-1927151.507627894,1,13.939197427651349
aftershock_0400,10.763788599537037,10.768,-67.044,2.6,1,-257.0,-2699474.251650445,1,27.199966977228847
aftershock_0401,11.74742949074074,10.4929,-68.3225,2.6,1,-208.0,-1328414.414723148,0,28.909461608405586
aftershock_0402,12.263141747685186,10.1554,-68.5792,3.0,1,-208.0,-1212287.7465510794,0,24.107643014248545
aftershock_0403,12.497754583333334,10.5493,-67.2895,2.5,1,-257.0,-1554540.9174757805,1,9.111996385652636
aftershock_0404,12.73209755787037,10.2875,-67.2221,2.5,1,-257.0,-3033865.2155408133,1,34.303845770600944
aftershock_0405,13.045994780092592,10.6683,-68.3426,3.2,1,-208.0,-1573253.3818745238,0,40.46162882367588
aftershock_0406,13.180282835648148,10.6484,-67.1324,2.6,1,-257.0,-1733350.837027355,1,11.300922964378312
aftershock_0407,13.43517744212963,10.7468,-67.1816,2.9,1,-257.0,-2149834.4846760887,1,17.312078191910125
aftershock_0408,13.74950857638889,10.7984,-67.1377,2.6,1,-257.0,-2549249.654524236,1,24.27657182310405
aftershock_0409,14.079532361111111,10.0106,-67.3151,2.5,1,-257.0,-4212318.80229551,1,65.90254344423273
aftershock_0410,14.519650613425926,10.8577,-67.1709,2.6,1,-257.0,-2817341.3154801824,1,29.61000854027214
aftershock_0411,14.650791157407408,10.5,-67.2657,3.0,1,-257.0,-1767060.5587704463,1,11.739958126803954
aftershock_0412,14.877166805555555,10.4916,-68.5053,3.3,1,-208.0,-938483.8667844336,0,14.511080495236017
aftershock_0413,15.31165363425926,10.7633,-67.1775,3.2,1,-257.0,-2265052.0818699086,1,19.200551156128842
aftershock_0414,16.247846099537036,10.361,-68.544,2.7,1,-208.0,-317096.82361593953,0,1.7202460540617406
aftershock_0415,16.253390636574075,10.3617,-68.5292,3.0,1,-208.0,-429419.64060496667,0,3.1084385244527364
aftershock_0416,16.26967195601852,10.3497,-67.2797,2.6,1,-257.0,-2745522.982931805,1,28.129355799773215
aftershock_0417,17.938906226851852,10.7646,-68.4329,2.6,1,-208.0,-1674190.8526555067,0,45.78812282463636
aftershock_0418,17.962030613425927,10.6427,-67.0394,3.4,1,-257.0,-2341944.3361981707,1,20.51523320707686
aftershock_0419,18.0523021875,10.1174,-68.4829,2.5,1,-208.0,-1337683.7445027702,0,29.311529041998575
aftershock_0420,18.481557847222224,10.8157,-67.2106,2.5,1,-257.0,-2558718.8696414353,1,24.455937571318167
aftershock_0421,18.697853645833334,10.6101,-67.1527,2.6,1,-257.0,-1420718.7611974333,1,7.6278091716444605
aftershock_0422,18.87154732638889,10.1154,-68.4521,2.5,1,-208.0,-1367214.4702183467,0,30.61097188723978
aftershock_0423,18.97084164351852,10.4227,-67.2205,2.6,1,-257.0,-2269188.0108893365,1,19.27015832310104
aftershock_0424,19.41719195601852,10.5603,-68.3984,2.9,1,-208.0,-1288351.5830436607,0,27.203628419643593
aftershock_0425,19.55638304398148,10.4856,-68.4703,2.7,1,-208.0,-980246.8307285549,0,15.818243913743359
aftershock_0426,19.670808090277777,10.8892,-67.1234,3.4,1,-257.0,-3033765.744744095,1,34.30161017453467
aftershock_0427,19.87786832175926,10.5182,-67.1769,3.2,1,-257.0,-1621444.6962919955,1,9.903446517648135
aftershock_0428,19.89944025462963,9.9052,-67.953,2.7,1,-257.0,-5471729.154143612,1,110.97528147726969
aftershock_0429,20.17532269675926,10.6915,-68.4059,2.6,1,-208.0,-1549067.8727824185,0,39.23425498657967
aftershock_0430,20.56640716435185,10.7231,-68.3466,2.7,1,-208.0,-1666163.570820139,0,45.35246924876019
aftershock_0431,21.02442587962963,9.9901,-68.5592,2.9,1,-208.0,-1609865.3781475816,0,42.35559549912649
aftershock_0432,21.641398773148147,10.0305,-67.8926,2.6,1,-257.0,-5106612.511103825,1,96.70609205473392
aftershock_0433,21.64841849537037,10.3539,-68.5142,2.9,1,-208.0,-544399.7257693019,0,4.951756562987753
aftershock_0434,21.867488472222224,10.3761,-67.1471,2.7,1,-257.0,-2626144.9242140437,1,25.752208094529188
aftershock_0435,22.143909988425925,10.6384,-68.5144,2.8,1,-6.0,-417.6646552175868,53,3.7711371326465306
aftershock_0436,22.305127256944445,10.5812,-68.5248,2.7,1,-208.0,-1199891.9436005452,0,23.620821990253116
aftershock_0437,22.55059648148148,10.4083,-67.8767,2.6,1,-257.0,-4484836.708896967,1,74.6654796830392
aftershock_0438,23.48900519675926,10.7828,-67.1515,3.7,1,-257.0,-2432306.492299608,1,22.115858174328274
aftershock_0439,23.88998900462963,10.4965,-67.1028,3.1,1,-257.0,-2130882.6024955423,1,17.01080837489335
aftershock_0440,25.70774005787037,10.7342,-67.2165,2.6,1,-257.0,-2024914.0138763434,1,15.375004342308552
aftershock_0441,26.48046215277778,10.1808,-67.8956,3.3,1,-257.0,-4843624.3268104745,1,87.03634560020305
aftershock_0442,27.511009733796296,10.4065,-68.4669,2.8,1,-208.0,-797482.2040388483,0,10.514190115707034
aftershock_0443,27.914371782407407,10.603,-67.1933,3.4,1,-257.0,-902752.7551522315,1,3.125999271703939
aftershock_0444,28.228645219907406,10.6443,-68.421,3.2,1,-208.0,-1436795.364555094,0,33.78418315088616
aftershock_0445,29.8897796875,10.4537,-68.5198,2.7,1,-208.0,-777974.8877178791,0,10.011820939962472
aftershock_0446,30.0729353125,10.1807,-68.5293,2.5,1,-208.0,-1140604.3358234395,0,21.36109056539252
aftershock_0447,30.971717291666668,11.0256,-67.1958,2.6,1,-257.0,-3586491.577398628,1,47.8485678669124
aftershock_0448,31.213902233796297,10.7168,-67.1848,2.8,1,-257.0,-1931581.3299217455,1,14.00273478131084
aftershock_0449,31.289940810185186,10.6841,-68.4861,2.9,1,-6.0,-321.4288530600582,53,2.6140708650625992
aftershock_0450,31.627404953703703,10.748,-68.475,2.6,1,-208.0,-1619198.9856375922,0,42.84535997433529
aftershock_0451,32.118877743055556,10.1636,-67.2972,2.6,1,-257.0,-3622072.1228949134,1,48.7976856595884
aftershock_0452,33.64492475694444,10.5282,-67.1963,3.2,1,-257.0,-1456147.9206754523,1,8.007911937208657
aftershock_0453,34.24084782407407,10.8003,-67.0924,4.2,1,-257.0,-2674953.8540780703,1,26.711448805602316
aftershock_0454,34.676150648148145,10.0721,-67.254,2.8,1,-257.0,-3963074.945461226,1,58.366762299227084
aftershock_0455,34.879900416666665,10.2205,-68.5266,2.6,1,-208.0,-1017781.0666965023,0,17.041143369562747
aftershock_0456,34.920100821759256,10.3613,-68.4715,2.6,1,-208.0,-749693.4520408632,0,9.305331420483938
aftershock_0457,36.14947328703704,10.415,-67.1976,2.5,1,-257.0,-2328847.516181267,1,20.288231627034115
aftershock_0458,36.516468923611114,10.1269,-67.9412,3.5,1,-257.0,-5047290.23045652,1,94.48040532653756
aftershock_0459,39.10245523148148,10.14,-68.4725,2.6,1,-208.0,-1289755.9201606445,0,27.262546350858493
aftershock_0460,39.521349444444446,10.1586,-67.1818,2.9,1,-257.0,-3623101.282678192,1,48.825277399694876
aftershock_0461,39.6394159837963,10.4412,-67.2995,2.6,1,-257.0,-2267028.8671919084,1,19.23380449263381
aftershock_0462,39.72608431712963,10.2481,-67.2457,2.8,1,-257.0,-3226873.81649175,1,38.77890719486761
aftershock_0463,39.974618703703705,10.2415,-67.2642,2.9,1,-257.0,-3265222.1976292646,1,39.700707970139824
aftershock_0464,40.14764940972222,10.822,-67.1907,3.2,1,-257.0,-2605262.9465931044,1,25.34717257587812
aftershock_0465,41.03612552083333,10.1348,-68.5634,2.6,1,-208.0,-1266054.7339060078,0,26.276719899874706
aftershock_0466,41.495880578703705,10.7319,-67.1471,2.5,1,-257.0,-2138637.630850976,1,17.13376702380465
aftershock_0467,42.71209219907407,10.4125,-68.5988,2.6,1,-208.0,-628628.747312398,0,6.573199540411526
aftershock_0468,42.84392021990741,10.4598,-68.4709,3.5,1,-208.0,-907200.9427932635,0,13.56886141680851
aftershock_0469,42.98187407407407,10.2443,-67.3054,3.4,1,-257.0,-3285056.7526600915,1,40.181730407438884
aftershock_0470,42.99645025462963,10.2522,-68.583,2.9,1,-208.0,-906096.1573093362,0,13.536164246818101
aftershock_0471,43.88600394675926,10.6364,-68.311,2.9,1,-208.0,-1561343.2759490877,0,39.85484848911934
aftershock_0472,44.48047135416667,10.5712,-68.3039,3.0,1,-208.0,-1471634.8128278202,0,35.43180971879705
aftershock_0473,45.88908131944444,10.6885,-67.9259,2.6,1,-257.0,-4575934.174943366,1,77.7167088657891
aftershock_0474,51.127932997685186,10.162,-68.4821,3.5,1,-208.0,-1224853.0985678306,0,24.606190901782092
aftershock_0475,51.326977013888886,10.4633,-67.1328,2.7,1,-257.0,-2169449.247318141,1,17.626670388749886
aftershock_0476,51.69161939814815,10.6416,-67.1714,2.7,1,-257.0,-1401224.8435521156,1,7.422609552643533
aftershock_0477,51.83363116898148,10.579,-67.1493,2.8,1,-257.0,-1461092.891365723,1,8.061699166466418
aftershock_0478,53.68949665509259,10.8488,-67.1761,2.5,1,-257.0,-2765377.626921084,1,28.534893670642884
