id,time_utc,timestamp_ms,latitude,longitude,depth_km,magnitude,mag_type,place,segment
aftershock_0211,2026-06-25 05:46:06,1782380766980,10.6942,-67.1426,11.2,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0212,2026-06-25 05:56:58,1782381418715,10.3953,-68.4894,9.3,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0213,2026-06-25 06:04:08,1782381848079,10.4446,-68.4734,7.1,2.8,mb,Yaracuy Cluster,Yaracuy
aftershock_0214,2026-06-25 06:23:54,1782383034128,10.3819,-67.3446,9.1,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0215,2026-06-25 06:28:34,1782383314747,10.2559,-68.5193,10.4,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0216,2026-06-25 06:34:05,1782383645554,10.1326,-68.5867,9.0,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0217,2026-06-25 07:02:42,1782385362356,10.4244,-68.4957,12.5,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0218,2026-06-25 07:36:10,1782387370246,10.3747,-68.404,8.1,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0219,2026-06-25 07:46:08,1782387968412,10.3226,-67.2892,5.3,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0220,2026-06-25 08:21:01,1782390061225,11.2983,-67.6237,14.1,2.8,mb,Corridor Cluster,Corridor
aftershock_0221,2026-06-25 08:36:11,1782390971686,10.2719,-68.4843,12.2,2.8,mb,Yaracuy Cluster,Yaracuy
aftershock_0222,2026-06-25 08:54:17,1782392057394,10.4725,-67.1503,10.2,2.5,mb,Central Coast Cluster,Central Coast
aftershock_0223,2026-06-25 09:00:48,1782392448969,10.3795,-67.8755,11.3,2.7,mb,Corridor Cluster,Corridor
aftershock_0224,2026-06-25 09:04:29,1782392669467,10.7513,-68.3674,3.0,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0225,2026-06-25 10:29:58,1782397798820,10.2938,-68.6359,16.2,2.5,mb,Yaracuy Cluster,Yaracuy
aftershock_0226,2026-06-25 10:42:58,1782398578923,10.3354,-67.2481,7.5,4.4,Mw,Central Coast Cluster,Central Coast
aftershock_0227,2026-06-25 10:48:28,1782398908323,10.4336,-67.2252,7.8,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0228,2026-06-25 10:49:07,1782398947721,10.4955,-68.4485,6.7,3.2,mb,Yaracuy Cluster,Yaracuy
aftershock_0229,2026-06-25 10:56:19,1782399379346,10.2309,-67.2718,8.7,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0230,2026-06-25 11:00:11,1782399611439,10.7417,-67.2378,9.7,3.0,mb,Central Coast Cluster,Central Coast
aftershock_0231,2026-06-25 11:04:54,1782399894158,10.3507,-67.2436,13.6,3.1,mb,Central Coast Cluster,Central Coast
aftershock_0232,2026-06-25 11:17:57,1782400677438,10.4807,-68.4874,5.0,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0233,2026-06-25 11:45:34,1782402334471,10.4628,-68.567,14.2,2.8,mb,Yaracuy Cluster,Yaracuy
aftershock_0234,2026-06-25 11:52:59,1782402779535,10.487,-68.4835,13.0,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0235,2026-06-25 11:53:16,1782402796266,10.5897,-68.5012,12.9,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0236,2026-06-25 11:56:19,1782402979100,10.3297,-67.8595,8.6,3.6,mb,Corridor Cluster,Corridor
aftershock_0237,2026-06-25 12:10:34,1782403834453,10.4425,-68.5336,9.3,3.2,mb,Yaracuy Cluster,Yaracuy
aftershock_0238,2026-06-25 12:33:26,1782405206713,10.3025,-67.2542,14.9,3.9,mb,Central Coast Cluster,Central Coast
aftershock_0239,2026-06-25 12:48:47,1782406127844,10.571,-67.8317,14.0,2.6,mb,Corridor Cluster,Corridor
aftershock_0240,2026-06-25 12:53:02,1782406382637,10.6784,-68.4342,13.5,3.0,mb,Yaracuy Cluster,Yaracuy
aftershock_0241,2026-06-25 12:58:25,1782406705862,10.3743,-68.483,16.3,3.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0242,2026-06-25 13:13:59,1782407639233,10.5589,-67.846,8.8,2.6,mb,Corridor Cluster,Corridor
aftershock_0243,2026-06-25 13:29:15,1782408555834,10.4319,-68.5076,16.3,2.5,mb,Yaracuy Cluster,Yaracuy
aftershock_0244,2026-06-25 13:44:31,1782409471903,10.4597,-68.5644,9.6,3.1,mb,Yaracuy Cluster,Yaracuy
aftershock_0245,2026-06-25 13:48:02,1782409682195,10.5494,-67.0497,8.3,2.9,mb,Central Coast Cluster,Central Coast
aftershock_0246,2026-06-25 13:57:49,1782410269241,10.5938,-68.5117,11.9,3.3,mb,Yaracuy Cluster,Yaracuy
aftershock_0247,2026-06-25 14:14:43,1782411283636,10.2432,-68.4973,7.7,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0248,2026-06-25 14:18:34,1782411514531,10.0951,-67.3755,15.3,3.2,mb,Central Coast Cluster,Central Coast
aftershock_0249,2026-06-25 14:21:27,1782411687307,10.3604,-68.5763,10.1,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0250,2026-06-25 14:34:39,1782412479160,10.3871,-68.4252,14.2,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0251,2026-06-25 14:58:32,1782413912813,10.5034,-67.2543,8.2,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0252,2026-06-25 15:14:41,1782414881889,10.8006,-67.1736,16.8,3.2,mb,Central Coast Cluster,Central Coast
aftershock_0253,2026-06-25 15:29:02,1782415742252,10.5792,-68.3829,12.5,3.0,mb,Yaracuy Cluster,Yaracuy
aftershock_0254,2026-06-25 16:07:13,1782418033103,10.7759,-67.1981,9.2,2.8,mb,Central Coast Cluster,Central Coast
aftershock_0255,2026-06-25 16:39:06,1782419946317,10.3544,-67.254,4.0,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0256,2026-06-25 16:50:54,1782420654229,9.6763,-67.8814,13.0,3.4,mb,Corridor Cluster,Corridor
aftershock_0257,2026-06-25 17:09:30,1782421770238,10.4072,-67.815,9.2,2.7,mb,Corridor Cluster,Corridor
aftershock_0258,2026-06-25 17:09:59,1782421799065,10.6298,-67.8496,9.1,3.2,mb,Corridor Cluster,Corridor
aftershock_0259,2026-06-25 17:37:36,1782423456595,10.8211,-67.1236,12.3,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0260,2026-06-25 17:48:07,1782424087955,10.2901,-68.5365,16.4,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0261,2026-06-25 18:07:52,1782425272094,9.9585,-68.5545,4.4,2.8,mb,Yaracuy Cluster,Yaracuy
aftershock_0262,2026-06-25 18:12:43,1782425563662,10.5487,-68.5264,16.0,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0263,2026-06-25 18:15:43,1782425743057,10.7275,-67.7734,10.3,3.1,mb,Corridor Cluster,Corridor
aftershock_0264,2026-06-25 18:59:22,1782428362572,10.3196,-67.8818,14.1,2.8,mb,Corridor Cluster,Corridor
aftershock_0265,2026-06-25 19:04:31,1782428671598,10.4574,-68.5555,10.9,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0266,2026-06-25 19:13:18,1782429198244,10.7667,-67.1841,13.5,3.5,mb,Central Coast Cluster,Central Coast
aftershock_0267,2026-06-25 19:30:04,1782430204262,10.1282,-67.2343,15.2,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0268,2026-06-25 19:47:05,1782431225962,10.5082,-67.2064,13.3,2.8,mb,Central Coast Cluster,Central Coast
aftershock_0269,2026-06-25 20:18:13,1782433093050,10.9341,-67.2654,6.4,3.5,mb,Central Coast Cluster,Central Coast
aftershock_0270,2026-06-25 21:37:44,1782437864486,10.7975,-67.1477,7.0,2.9,mb,Central Coast Cluster,Central Coast
aftershock_0271,2026-06-25 21:58:20,1782439100023,10.7104,-67.1907,15.2,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0272,2026-06-25 22:38:54,1782441534631,10.7489,-67.1295,10.7,3.7,mb,Central Coast Cluster,Central Coast
aftershock_0273,2026-06-25 23:03:57,1782443037978,10.2518,-68.3863,9.2,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0274,2026-06-25 23:21:49,1782444109661,9.9063,-68.4901,12.7,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0275,2026-06-25 23:39:14,1782445154066,10.3257,-68.5082,13.8,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0276,2026-06-26 00:45:27,1782449127378,10.4293,-67.0968,10.4,3.2,mb,Central Coast Cluster,Central Coast
aftershock_0277,2026-06-26 01:17:49,1782451069660,10.2098,-67.8878,6.9,2.9,mb,Corridor Cluster,Corridor
aftershock_0278,2026-06-26 02:28:08,1782455288310,10.4394,-68.5533,10.1,2.8,mb,Yaracuy Cluster,Yaracuy
aftershock_0279,2026-06-26 02:28:59,1782455339228,10.4899,-67.173,5.2,3.4,mb,Central Coast Cluster,Central Coast
aftershock_0280,2026-06-26 02:50:46,1782456646536,9.9702,-68.5868,11.8,3.1,mb,Yaracuy Cluster,Yaracuy
aftershock_0281,2026-06-26 04:11:48,1782461508688,10.8293,-67.121,10.5,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0282,2026-06-26 04:23:19,1782462199874,10.4393,-67.2092,6.9,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0283,2026-06-26 05:01:10,1782464470715,10.3689,-67.2189,15.3,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0284,2026-06-26 06:25:56,1782469556840,10.2613,-68.5055,7.7,3.1,mb,Yaracuy Cluster,Yaracuy
aftershock_0285,2026-06-26 06:44:15,1782470655834,10.9128,-67.8324,14.1,2.5,mb,Corridor Cluster,Corridor
aftershock_0286,2026-06-26 07:17:53,1782472673075,10.0017,-68.6081,10.8,2.8,mb,Yaracuy Cluster,Yaracuy
aftershock_0287,2026-06-26 07:54:27,1782474867832,10.7054,-67.2267,10.2,3.1,mb,Central Coast Cluster,Central Coast
aftershock_0288,2026-06-26 07:56:43,1782475003718,10.2083,-68.5265,9.3,3.4,mb,Yaracuy Cluster,Yaracuy
aftershock_0289,2026-06-26 08:51:35,1782478295644,10.9452,-68.369,3.1,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0290,2026-06-26 09:06:31,1782479191221,10.7994,-67.2338,11.5,3.2,mb,Central Coast Cluster,Central Coast
aftershock_0291,2026-06-26 09:49:03,1782481743967,11.0621,-67.0655,6.7,2.5,mb,Central Coast Cluster,Central Coast
aftershock_0292,2026-06-26 11:15:43,1782486943937,10.3367,-67.3454,9.1,3.3,mb,Central Coast Cluster,Central Coast
aftershock_0293,2026-06-26 11:23:28,1782487408123,10.1257,-67.2344,3.6,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0294,2026-06-26 12:12:44,1782490364762,10.9124,-67.2183,13.9,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0295,2026-06-26 13:13:35,1782494015179,10.3025,-68.4379,6.6,3.2,mb,Yaracuy Cluster,Yaracuy
aftershock_0296,2026-06-26 13:57:58,1782496678214,10.2905,-68.5939,14.9,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0297,2026-06-26 14:12:16,1782497536676,10.3299,-68.4636,13.9,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0298,2026-06-26 14:21:55,1782498115608,10.282,-67.1683,7.9,3.0,mb,Central Coast Cluster,Central Coast
aftershock_0299,2026-06-26 14:38:24,1782499104206,11.1279,-67.7123,9.8,3.0,mb,Corridor Cluster,Corridor
aftershock_0300,2026-06-26 14:44:41,1782499481708,10.1273,-68.5761,10.0,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0301,2026-06-26 14:47:19,1782499639304,10.1283,-68.5206,3.7,3.0,mb,Yaracuy Cluster,Yaracuy
aftershock_0302,2026-06-26 15:20:11,1782501611275,10.3637,-67.9059,8.8,2.8,mb,Corridor Cluster,Corridor
aftershock_0303,2026-06-26 15:48:13,1782503293543,10.1877,-67.1671,11.9,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0304,2026-06-26 16:10:09,1782504609993,9.9463,-68.6803,17.8,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0305,2026-06-26 16:12:55,1782504775587,10.5588,-67.2945,6.3,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0306,2026-06-26 17:51:47,1782510707356,10.179,-68.5234,8.3,3.5,mb,Yaracuy Cluster,Yaracuy
aftershock_0307,2026-06-26 18:00:32,1782511232808,10.3884,-68.5269,13.4,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0308,2026-06-26 18:20:17,1782512417504,9.9963,-68.6923,6.8,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0309,2026-06-26 19:03:39,1782515019600,10.6857,-67.2488,16.9,2.8,mb,Central Coast Cluster,Central Coast
aftershock_0310,2026-06-26 19:10:37,1782515437302,10.6094,-68.4294,9.6,3.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0311,2026-06-26 20:39:08,1782520748447,10.2126,-67.2854,10.9,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0312,2026-06-26 20:49:20,1782521360477,11.0925,-67.7576,8.6,2.9,mb,Corridor Cluster,Corridor
aftershock_0313,2026-06-26 20:57:21,1782521841564,10.2349,-68.577,9.6,2.8,mb,Yaracuy Cluster,Yaracuy
aftershock_0314,2026-06-26 21:46:15,1782524775653,10.0856,-67.9767,9.8,2.9,mb,Corridor Cluster,Corridor
aftershock_0315,2026-06-27 00:09:37,1782533377432,10.219,-67.2073,12.2,2.5,mb,Central Coast Cluster,Central Coast
aftershock_0316,2026-06-27 00:37:54,1782535074201,10.1906,-68.4015,21.0,3.4,mb,Yaracuy Cluster,Yaracuy
aftershock_0317,2026-06-27 01:12:02,1782537122568,10.9016,-67.1229,11.5,3.6,mb,Central Coast Cluster,Central Coast
aftershock_0318,2026-06-27 01:17:43,1782537463572,10.9925,-67.7496,9.5,2.8,mb,Corridor Cluster,Corridor
aftershock_0319,2026-06-27 02:20:24,1782541224029,10.8801,-67.7691,9.5,3.0,mb,Corridor Cluster,Corridor
aftershock_0320,2026-06-27 02:47:12,1782542832807,10.8649,-67.1999,10.7,3.6,mb,Central Coast Cluster,Central Coast
aftershock_0321,2026-06-27 06:54:27,1782557667399,10.7915,-68.411,13.3,3.0,mb,Yaracuy Cluster,Yaracuy
aftershock_0322,2026-06-27 07:05:53,1782558353435,10.5985,-68.4005,5.2,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0323,2026-06-27 09:40:27,1782567627755,10.3627,-67.1932,8.1,2.9,mb,Central Coast Cluster,Central Coast
aftershock_0324,2026-06-27 12:35:36,1782578136355,10.5631,-68.5101,11.8,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0325,2026-06-27 13:16:19,1782580579416,10.7007,-67.14,12.4,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0326,2026-06-27 17:07:29,1782594449664,10.907,-67.1708,13.7,3.1,mb,Central Coast Cluster,Central Coast
aftershock_0327,2026-06-27 17:41:43,1782596503254,10.192,-68.5299,4.3,3.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0328,2026-06-27 20:11:04,1782605464361,10.008,-68.5155,8.9,3.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0329,2026-06-27 20:13:08,1782605588904,10.6151,-67.2406,8.4,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0330,2026-06-27 20:39:39,1782607179434,10.5518,-67.2554,13.3,2.5,mb,Central Coast Cluster,Central Coast
aftershock_0331,2026-06-27 20:50:08,1782607808763,10.3276,-68.4642,6.5,4.2,Mw,Yaracuy Cluster,Yaracuy
aftershock_0332,2026-06-27 23:22:02,1782616922387,10.2132,-68.5782,9.3,3.3,mb,Yaracuy Cluster,Yaracuy
aftershock_0333,2026-06-28 00:01:17,1782619277329,10.0348,-68.551,10.3,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0334,2026-06-28 00:21:46,1782620506939,10.6225,-67.2928,5.4,3.5,mb,Central Coast Cluster,Central Coast
aftershock_0335,2026-06-28 00:43:04,1782621784967,10.3822,-68.559,17.7,3.3,mb,Yaracuy Cluster,Yaracuy
aftershock_0336,2026-06-28 01:08:40,1782623320149,10.2722,-67.2727,8.3,2.8,mb,Central Coast Cluster,Central Coast
aftershock_0337,2026-06-28 02:53:46,1782629626721,10.5586,-68.5008,10.8,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0338,2026-06-28 03:19:10,1782631150930,10.9555,-67.1652,8.2,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0339,2026-06-28 04:09:48,1782634188748,9.9725,-68.5684,11.2,2.5,mb,Yaracuy Cluster,Yaracuy
aftershock_0340,2026-06-28 07:05:20,1782644720904,10.1561,-68.4876,13.9,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0341,2026-06-28 07:52:02,1782647522406,10.2345,-68.5248,13.3,3.2,mb,Yaracuy Cluster,Yaracuy
aftershock_0342,2026-06-28 08:51:56,1782651116323,10.1548,-68.5882,7.0,2.5,mb,Yaracuy Cluster,Yaracuy
aftershock_0343,2026-06-28 14:56:08,1782672968631,10.3028,-68.4645,12.6,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0344,2026-06-28 17:47:43,1782683263341,10.267,-68.5342,10.7,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0345,2026-06-28 17:54:29,1782683669033,10.3289,-68.5533,9.8,2.8,mb,Yaracuy Cluster,Yaracuy
aftershock_0346,2026-06-28 19:41:34,1782690094547,10.8142,-68.5084,13.2,3.5,mb,Yaracuy Cluster,Yaracuy
aftershock_0347,2026-06-28 20:21:59,1782692519938,10.4746,-68.4318,10.7,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0348,2026-06-28 20:52:49,1782694369545,10.6186,-67.203,10.7,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0349,2026-06-28 22:57:30,1782701850758,10.4111,-68.4754,8.5,3.1,mb,Yaracuy Cluster,Yaracuy
aftershock_0350,2026-06-29 01:42:32,1782711752721,10.4003,-68.4947,12.1,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0351,2026-06-29 04:18:32,1782721112726,10.0555,-68.5427,5.1,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0352,2026-06-29 07:01:34,1782730894080,10.0584,-68.5273,15.1,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0353,2026-06-29 12:13:21,1782749601841,10.5043,-67.2512,8.7,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0354,2026-06-29 12:40:30,1782751230166,11.211,-67.7552,6.2,2.6,mb,Corridor Cluster,Corridor
aftershock_0355,2026-06-29 16:56:50,1782766610920,10.4049,-67.2047,14.5,2.8,mb,Central Coast Cluster,Central Coast
aftershock_0356,2026-06-29 17:13:07,1782767587888,10.5331,-68.3988,15.7,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0357,2026-06-29 18:49:28,1782773368659,10.6474,-67.1811,6.9,3.5,mb,Central Coast Cluster,Central Coast
aftershock_0358,2026-06-29 19:54:35,1782777275918,10.0644,-68.5564,6.5,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0359,2026-06-29 21:10:59,1782781859122,10.0277,-68.4913,9.2,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0360,2026-06-29 22:17:49,1782785869800,9.8234,-68.7434,12.7,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0361,2026-06-30 00:52:30,1782795150011,10.4861,-68.477,17.1,2.5,mb,Yaracuy Cluster,Yaracuy
aftershock_0362,2026-06-30 04:15:48,1782807348071,10.4243,-68.534,12.5,3.0,mb,Yaracuy Cluster,Yaracuy
aftershock_0363,2026-06-30 05:06:55,1782810415015,10.5415,-67.224,13.4,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0364,2026-06-30 05:14:37,1782810877595,10.3949,-67.1481,4.9,3.8,mb,Central Coast Cluster,Central Coast
aftershock_0365,2026-06-30 15:32:51,1782847971773,10.5701,-68.3824,12.3,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0366,2026-06-30 16:48:10,1782852490240,10.7539,-67.0591,7.1,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0367,2026-06-30 17:11:46,1782853906244,10.2007,-68.4813,15.9,2.5,mb,Yaracuy Cluster,Yaracuy
aftershock_0368,2026-06-30 18:28:06,1782858486833,10.5727,-67.2063,10.8,4.9,Mw,Central Coast Cluster,Central Coast
aftershock_0369,2026-06-30 22:18:49,1782872329963,10.4034,-67.8305,7.7,2.8,mb,Corridor Cluster,Corridor
aftershock_0370,2026-07-01 00:03:16,1782878596023,10.2538,-68.5986,12.0,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0371,2026-07-01 01:03:45,1782882225286,10.6789,-67.1598,5.5,2.5,mb,Central Coast Cluster,Central Coast
aftershock_0372,2026-07-01 04:52:36,1782895956270,10.9942,-67.0729,5.6,3.1,mb,Central Coast Cluster,Central Coast
aftershock_0373,2026-07-01 12:35:37,1782923737813,10.3734,-67.7756,11.2,2.6,mb,Corridor Cluster,Corridor
aftershock_0374,2026-07-01 19:23:20,1782948200965,10.4956,-68.427,17.3,3.4,mb,Yaracuy Cluster,Yaracuy
aftershock_0375,2026-07-01 22:29:16,1782959356850,10.3843,-68.5331,10.0,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0376,2026-07-02 03:44:00,1782978240287,10.1813,-67.2603,8.7,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0377,2026-07-02 04:21:11,1782980471131,11.1371,-66.9706,8.0,2.5,mb,Central Coast Cluster,Central Coast
aftershock_0378,2026-07-02 05:21:38,1782984098221,10.3372,-68.419,9.1,2.8,mb,Yaracuy Cluster,Yaracuy
aftershock_0379,2026-07-02 09:35:05,1782999305402,10.4709,-68.5048,10.2,2.8,mb,Yaracuy Cluster,Yaracuy
aftershock_0380,2026-07-02 16:23:28,1783023808862,10.463,-68.6069,5.2,2.5,mb,Yaracuy Cluster,Yaracuy
aftershock_0381,2026-07-02 18:41:29,1783032089492,10.4057,-68.4962,11.9,3.1,mb,Yaracuy Cluster,Yaracuy
aftershock_0382,2026-07-02 19:02:11,1783033331650,10.2834,-67.9063,10.1,2.7,mb,Corridor Cluster,Corridor
aftershock_0383,2026-07-03 00:50:43,1783054243389,10.5632,-67.1181,6.6,2.8,mb,Central Coast Cluster,Central Coast
aftershock_0384,2026-07-03 01:58:44,1783058324855,10.8011,-67.0966,11.7,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0385,2026-07-03 03:15:41,1783062941207,10.6174,-67.308,12.2,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0386,2026-07-03 03:47:10,1783064830174,10.312,-68.434,12.1,2.8,mb,Yaracuy Cluster,Yaracuy
aftershock_0387,2026-07-03 05:37:25,1783071445816,10.4792,-68.5243,9.5,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0388,2026-07-03 07:04:15,1783076655268,10.2027,-68.6574,9.1,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0389,2026-07-03 12:19:52,1783095592479,10.1895,-68.4364,5.3,3.3,mb,Yaracuy Cluster,Yaracuy
aftershock_0390,2026-07-03 15:40:26,1783107626625,10.1668,-67.1437,13.5,3.7,mb,Central Coast Cluster,Central Coast
aftershock_0391,2026-07-03 17:41:26,1783114886108,10.6849,-67.0728,14.8,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0392,2026-07-03 21:19:04,1783127944935,10.1004,-68.5484,6.7,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0393,2026-07-03 22:58:21,1783133901573,10.4144,-68.4806,4.6,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0394,2026-07-04 07:11:50,1783163510358,11.1275,-67.2219,10.4,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0395,2026-07-04 08:49:09,1783169349954,10.5358,-68.4531,14.9,2.5,mb,Yaracuy Cluster,Yaracuy
aftershock_0396,2026-07-04 17:28:27,1783200507783,10.4786,-67.1183,10.0,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0397,2026-07-04 22:45:28,1783219528058,10.4465,-67.1541,8.7,3.0,mb,Central Coast Cluster,Central Coast
aftershock_0398,2026-07-05 07:37:04,1783251424970,10.439,-68.3292,10.7,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0399,2026-07-05 14:41:50,1783276910240,10.4891,-67.2876,13.6,2.5,mb,Central Coast Cluster,Central Coast
aftershock_0400,2026-07-05 16:24:22,1783283062335,10.768,-67.044,11.1,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0401,2026-07-06 16:00:48,1783368048908,10.4929,-68.3225,7.4,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0402,2026-07-07 04:23:26,1783412606447,10.1554,-68.5792,6.0,3.0,mb,Yaracuy Cluster,Yaracuy
aftershock_0403,2026-07-07 10:01:16,1783432876996,10.5493,-67.2895,6.3,2.5,mb,Central Coast Cluster,Central Coast
aftershock_0404,2026-07-07 15:38:44,1783453124229,10.2875,-67.2221,11.6,2.5,mb,Central Coast Cluster,Central Coast
aftershock_0405,2026-07-07 23:10:44,1783480244949,10.6683,-68.3426,7.9,3.2,mb,Yaracuy Cluster,Yaracuy
aftershock_0406,2026-07-08 02:24:07,1783491847437,10.6484,-67.1324,11.8,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0407,2026-07-08 08:31:10,1783513870331,10.7468,-67.1816,4.4,2.9,mb,Central Coast Cluster,Central Coast
aftershock_0408,2026-07-08 16:03:48,1783541028541,10.7984,-67.1377,10.9,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0409,2026-07-08 23:59:02,1783569542596,10.0106,-67.3151,13.8,2.5,mb,Central Coast Cluster,Central Coast
aftershock_0410,2026-07-09 10:32:48,1783607568813,10.8577,-67.1709,11.7,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0411,2026-07-09 13:41:39,1783618899356,10.5,-67.2657,8.1,3.0,mb,Central Coast Cluster,Central Coast
aftershock_0412,2026-07-09 19:07:38,1783638458212,10.4916,-68.5053,12.7,3.3,mb,Yaracuy Cluster,Yaracuy
aftershock_0413,2026-07-10 05:33:17,1783675997874,10.7633,-67.1775,3.0,3.2,mb,Central Coast Cluster,Central Coast
aftershock_0414,2026-07-11 04:01:24,1783756884903,10.361,-68.544,13.0,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0415,2026-07-11 04:09:23,1783757363951,10.3617,-68.5292,12.7,3.0,mb,Yaracuy Cluster,Yaracuy
aftershock_0416,2026-07-11 04:32:50,1783758770657,10.3497,-67.2797,10.2,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0417,2026-07-12 20:36:32,1783902992498,10.7646,-68.4329,9.2,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0418,2026-07-12 21:09:50,1783904990445,10.6427,-67.0394,13.8,3.4,mb,Central Coast Cluster,Central Coast
aftershock_0419,2026-07-12 23:19:49,1783912789909,10.1174,-68.4829,11.3,2.5,mb,Yaracuy Cluster,Yaracuy
aftershock_0420,2026-07-13 09:37:57,1783949877598,10.8157,-67.2106,5.2,2.5,mb,Central Coast Cluster,Central Coast
aftershock_0421,2026-07-13 14:49:25,1783968565555,10.6101,-67.1527,6.5,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0422,2026-07-13 18:59:32,1783983572689,10.1154,-68.4521,13.9,2.5,mb,Yaracuy Cluster,Yaracuy
